/BL (modelFiles=gpdk045.scs:ff) X,/BL (modelFiles=gpdk045.scs:ff) Y,/BLB (modelFiles=gpdk045.scs:ff) X,/BLB (modelFiles=gpdk045.scs:ff) Y,/Q (modelFiles=gpdk045.scs:ff) X,/Q (modelFiles=gpdk045.scs:ff) Y,/QB (modelFiles=gpdk045.scs:ff) X,/QB (modelFiles=gpdk045.scs:ff) Y,/VDD (modelFiles=gpdk045.scs:ff) X,/VDD (modelFiles=gpdk045.scs:ff) Y,/WL (modelFiles=gpdk045.scs:ff) X,/WL (modelFiles=gpdk045.scs:ff) Y,/V0/PLUS (modelFiles=gpdk045.scs:ff) X,/V0/PLUS (modelFiles=gpdk045.scs:ff) Y
6.000036488714999e-09,1.2,6.000036488714999e-09,0,6.000036488714999e-09,1.19973004088013,6.000036488714999e-09,-0.0004080907338886561,6.000036488714999e-09,1.2,6.000036488714999e-09,1.195621354166455,6.000036488714999e-09,-2.696943356703649e-06
6.000078190103999e-09,1.2,6.000078190103999e-09,0,6.000078190103999e-09,1.199427437407208,6.000078190103999e-09,-0.0008681905542339202,6.000078190103999e-09,1.2,6.000078190103999e-09,1.190617187499547,6.000078190103999e-09,-3.169170373481005e-06
6.000161592880999e-09,1.2,6.000161592880999e-09,0,6.000161592880999e-09,1.198843038850407,6.000161592880999e-09,-0.001747086083450018,6.000161592880999e-09,1.2,6.000161592880999e-09,1.180608854165731,6.000161592880999e-09,-2.642980537092597e-06
6.000328398437e-09,1.2,6.000328398437e-09,0,6.000328398437e-09,1.197771800464641,6.000328398437e-09,-0.00330768261755671,6.000328398437e-09,1.2,6.000328398437e-09,1.160592187498098,6.000328398437e-09,-2.877422459243547e-06
6.000662009547999e-09,1.2,6.000662009547999e-09,0,6.000662009547999e-09,1.195940298871996,6.000662009547999e-09,-0.00582203463402914,6.000662009547999e-09,1.2,6.000662009547999e-09,1.120558854162833,6.000662009547999e-09,-2.259773516231999e-06
6.001329231769999e-09,1.2,6.001329231769999e-09,0,6.001329231769999e-09,1.193200839971089,6.001329231769999e-09,-0.009152469833682441,6.001329231769999e-09,1.2,6.001329231769999e-09,1.040492187492303,6.001329231769999e-09,-2.374510171593308e-06
6.002663676214999e-09,1.2,6.002663676214999e-09,0,6.002663676214999e-09,1.189830286921152,6.002663676214999e-09,-0.01247393855022232,6.002663676214999e-09,1.2,6.002663676214999e-09,0.8803588541512417,6.002663676214999e-09,-1.917929268136364e-06
6.004395990980999e-09,1.2,6.004395990980999e-09,0,6.004395990980999e-09,1.187501899021567,6.004395990980999e-09,-0.01441158243783231,6.004395990980999e-09,1.2,6.004395990980999e-09,0.6724810822672761,6.004395990980999e-09,-2.401929229979166e-06
6.006773951182999e-09,1.2,6.006773951182999e-09,0,6.006773951182999e-09,1.186203051395043,6.006773951182999e-09,-0.01474041699078402,6.006773951182999e-09,1.2,6.006773951182999e-09,0.3871258579223317,6.006773951182999e-09,-1.892689422531944e-06
6.008386975590999e-09,1.2,6.008386975590999e-09,0,6.008386975590999e-09,1.186505901291408,6.008386975590999e-09,-0.01202105904658791,6.008386975590999e-09,1.2,6.008386975590999e-09,0.1935629289612155,6.008386975590999e-09,-1.816405946982865e-06
6.01e-09,1.2,6.01e-09,0,6.01e-09,1.186687092203512,6.01e-09,-0.009436553593154469,6.01e-09,1.2,6.01e-09,9.925393840148899e-14,6.01e-09,-1.862534471934867e-06
6.010001303167999e-09,1.2,6.010001303167999e-09,0,6.010001303167999e-09,1.18669235931624,6.010001303167999e-09,-0.009430014028104927,6.010001303167999e-09,1.2,6.010001303167999e-09,0,6.010001303167999e-09,-1.318365026101985e-06
6.010001954751999e-09,1.2,6.010001954751999e-09,0,6.010001954751999e-09,1.186695415361993,6.010001954751999e-09,-0.009426299730916774,6.010001954751999e-09,1.2,6.010001954751999e-09,0,6.010001954751999e-09,-1.022539284447464e-06
6.010003257921e-09,1.2,6.010003257921e-09,0,6.010003257921e-09,1.18670285648064,6.010003257921e-09,-0.009417282115132528,6.010003257921e-09,1.2,6.010003257921e-09,0,6.010003257921e-09,-5.17685046890014e-07
6.010005864257e-09,1.2,6.010005864257e-09,0,6.010005864257e-09,1.186718549662807,6.010005864257e-09,-0.009397809167465536,6.010005864257e-09,1.2,6.010005864257e-09,0,6.010005864257e-09,-8.858004196531218e-08
6.010007167425999e-09,1.2,6.010007167425999e-09,0,6.010007167425999e-09,1.186726212441781,6.010007167425999e-09,-0.009388185229816061,6.010007167425999e-09,1.2,6.010007167425999e-09,0,6.010007167425999e-09,-4.260780527897881e-08
6.010009773762999e-09,1.2,6.010009773762999e-09,0,6.010009773762999e-09,1.186741060500897,6.010009773762999e-09,-0.009369519501831241,6.010009773762999e-09,1.2,6.010009773762999e-09,0,6.010009773762999e-09,-8.228508325428684e-09
6.010014986435999e-09,1.2,6.010014986435999e-09,0,6.010014986435999e-09,1.186769804593052,6.010014986435999e-09,-0.009333365509929518,6.010014986435999e-09,1.2,6.010014986435999e-09,0,6.010014986435999e-09,-2.073041359776972e-08
